,comment,vid,postdate,vrate,likeCount
553,"عمر كمال احسن من حسن شاكوش 
اما حسن أحسه أنه هتف في شوي😂😂💔",vOh7FtzLj-M,2020-02-17T21:04:56.000Z,none,0
554,انا مش فاهمة حاجة يعني هو هنا ينفع يقول خمور و حشيش بس لما كان فالمهرجان ما ينفعش طب ليه مالتلفزيون بردو فيه احترام راي عام و هو صرح باعتذار رسمي ايه لزمت كل الدوشة دي خلاص لازم يتقبل الاعتذار,vOh7FtzLj-M,2020-02-17T21:04:54.000Z,none,0
555,"شوفوه
https://youtu.be/ZptPq0fzwTA",eeWW-g_LHo4,2020-02-17T21:04:31.000Z,none,0
556,الهضبة❤️,I-dxZtvwK7M,2020-02-17T21:04:30.000Z,none,0
557,ادعموني واشتركوا في القناه ساعدوني بالله عليكم مش حتخسورا حاجه,QQyTqOGkBpE,2020-02-17T21:02:36.000Z,none,0
558,الهضبة❤️,Xsig_ugrxu8,2020-02-17T21:02:17.000Z,none,0
559,بقي عادي لان مجتمع متخلف وتفكير مقرف   الله يرحمك  ويرحمنا في الزمن الأسود دة أنتي في مكان أفضل من كوكبنا المتخلف دة 🙏🙏🙏🙏,p3KbLKXD3Nc,2020-02-17T21:01:49.000Z,none,1
560,والله عنده حق هاني شاكر هايلاحقوا علي مين والا مين دا وباء وانتشر لازم تدخل من الدوله ويبدأو ا بمحمد رمضان اكبر وباء أغانيه وافلامه اللي ودت الولاد في داهيه وهايخلص عالبلد بحالها,mg_nFaZsKZM,2020-02-17T21:01:40.000Z,none,4
561,الهضبة❤️,t-ApoTsciog,2020-02-17T21:00:44.000Z,none,3
562,حاجه تشرف وتفرح يارب دايما في تقدم 👍,CxMy9diDsCE,2020-02-17T21:00:16.000Z,none,1
563,الله يقرفقم . حاجه تقرف .. الناس دى مش غلطانه ... الغلط الحقيقى  على الناس الى بتجبهم . وتصتدفهم . وتعملهم نجوم .  وفنانين .. كمان مره الله يفرفقم,vOh7FtzLj-M,2020-02-17T20:59:38.000Z,none,0
564,شعبان عبد الرحيم كان بيغني للترمادول,9wx9UhWoYIU,2020-02-17T20:59:27.000Z,none,1
565,الهضبة❤️,gDt0U87Efr8,2020-02-17T20:58:31.000Z,none,0
566,ما دامك بتعرف تمنع يا استاذ هاني شاكر ليش ما منعت نانسي تغني وكل العرب طالبوا انه تمنعها,9wx9UhWoYIU,2020-02-17T20:56:13.000Z,none,1
567,هو في مصر مفيش غير حسن شاكوش وعمر كمال فين سد النهضة اسعارالذهب الغا ليةللشباب اسعار السلع منظومه التعليم الفاشله,eeWW-g_LHo4,2020-02-17T20:55:36.000Z,none,5
568,انا من اليمن صدق محمد رمضان نار نار صدق اعلا مشاهدات في اليوتيوب حقه صح انه غاني هباله بس هههههههههه تجنن,mg_nFaZsKZM,2020-02-17T20:51:50.000Z,none,1
569,انا معاك اني مينفعش محمد رمضان يغني بس انت هتعرف توقفه شك محمد رمضان هيزعلك ممكن تقعد في بيتكم,mg_nFaZsKZM,2020-02-17T20:50:44.000Z,none,0
570,محمدرمضان صايع ومعندهوش دم بيقطع رزق غيره ...ومحمد رمضان كذاب,mg_nFaZsKZM,2020-02-17T20:50:06.000Z,none,0
571,اخبار الرنجه والعيش الفينو ايه جيش مصر العظيم,CxMy9diDsCE,2020-02-17T20:48:28.000Z,none,0
572,ماهو علشان العنوان ده . الذوق الفنى ف مصر راح ف داهيه . منك لله يا هانى يا شاكر,Vf6H7PSxjFg,2020-02-17T20:48:00.000Z,none,0
573,ماشاءالله ربنا يخليك لينا يا ريس ويحفظك لينا ولمصر وتعيش وتفتتح أحسن المشاريع ومن نجاح لنجاح إن شاء الله تحيا مصر تحيا مصر تحيا مصر 🤍🤍🤍🤍❤❤❤❤❤👍✌,CxMy9diDsCE,2020-02-17T20:46:28.000Z,none,0
574,"أيوة كدة يا جماعة
ياربنا
يارب أميركا وألمانيا يشتروها
يارب العالم كله يشتريها
ياسلام بأة لو زودنا ذاتية القيادة وجهاز للقيادة عن بعد
اهه كدة",CxMy9diDsCE,2020-02-17T20:45:52.000Z,none,0
575,"ضحكني هاني شاكر لما قال انا بكده رضيت ربنا   
في ايه رضيت ربنا في الاغاني ؟؟؟🤣🤣🤣🤣🤣🤣🤣🤣",mg_nFaZsKZM,2020-02-17T20:45:44.000Z,none,2
576,اول تعليق,CxMy9diDsCE,2020-02-17T20:43:10.000Z,none,0
577,قطع الأعناق ولا قطع الأرزاق ربنا ئخرب بيت كل قاطع رزق بني ادم,eeWW-g_LHo4,2020-02-17T20:42:14.000Z,none,2
578,ايه الخرا ده,vOh7FtzLj-M,2020-02-17T20:40:47.000Z,none,0
579,ياوايلي 😂😂😂😂😂,_f46H6IxIas,2020-02-17T20:39:09.000Z,none,0
580,"Jealousy, envy, grudge............beat it, guys.",eeWW-g_LHo4,2020-02-17T20:38:27.000Z,none,2
581,خلي الأستاذ هاني شاكر يمنع السكر والحشيش اول,eeWW-g_LHo4,2020-02-17T20:37:46.000Z,none,11
582,الراجل ده مش هييجي  زيه تاني,6wYqmlA0go8,2020-02-17T20:37:46.000Z,none,3
583,الراجل ده مش هييجي  زيه تاني,6wYqmlA0go8,2020-02-17T20:37:40.000Z,none,2
584,يعني دي لما تفقص بيض البيض يقولي يا جدي ابقى انا مش راجل البيت ابقى راجل البيض,-V0NnoFMntA,2020-02-17T20:37:17.000Z,none,1
585,ياشباب اتمنى توصلوني الف مشترك⁦❤️⁩😘,9wx9UhWoYIU,2020-02-17T20:32:58.000Z,none,0
586,"6,8,3 مخالط ليهم على اساس مشتراش حاجة من حد مركبش تاكسي مرحش كافيه . احنا هنجيلك وهنتابعك. إجراء احترازي مشدد دول هناك بيمشوا يعطسوا عمدا . المفروض يتحط تحت حراسة كأنه مسجون",EN9j_Ssnu_o,2020-02-17T20:31:34.000Z,none,0
587,"6,8,3 مخالط ليهم على اساس مشتراش حاجة من حد مركبش تاكسي مرحش كافيه . احنا هنجيلك وهنتابعك. إجراء احترازي مشدد دول هناك بيمشوا يعطسوا عمدا . المفروض يتحط تحت حراسة كأنه مسجون",EN9j_Ssnu_o,2020-02-17T20:31:34.000Z,none,0
588,بينادي على خيار 🥒؟!,vOh7FtzLj-M,2020-02-17T20:30:08.000Z,none,0
589,والله انا حفظه كلها 😂,vOh7FtzLj-M,2020-02-17T20:29:58.000Z,none,0
590,"اسخف مسلسل يا خسارة الوقت بشوفته الابطال موتهم بالبدايه ثم بالاخير يقتل زوجته 
مؤلف منتهي
ياليت يتعلم من كلبش",Nnxr9ZijDvg,2020-02-17T20:27:54.000Z,none,1
591,تابعني وسوف أردها لك ❤️,eeWW-g_LHo4,2020-02-17T20:26:41.000Z,none,3
592,أوقفوا محمد رمضان وكل الارف ده.احموا هذا الجيل من هذا السرطان الاخلاقى. احنا مع المطرب هانى شاكر فى هذا القرار.,9wx9UhWoYIU,2020-02-17T20:26:05.000Z,none,1
593,Very bad low level of art enough pls,vOh7FtzLj-M,2020-02-17T20:25:33.000Z,none,0
594,المهرجانات هذه ليس فن الله يرحم فن زمان فين ايام عبد الحليم وام كلثوم وعبد الوهاب وفريد الأطرش والغير من الفنانين وفي هذه الأيام هانى شاكر وعمرو دياب ومحمد منير ومحمد فؤاد والغير.....ليس المهرجانات هذه فن......مع كل الاحترام والتقدير إلى من يقرأ هذا الكلام,eeWW-g_LHo4,2020-02-17T20:23:03.000Z,none,2
595,لم اري خبيت ومنافق كعمرو اديب,2S7MejrWFq8,2020-02-17T20:21:29.000Z,none,0
596,محمد رمضان لا مش مهرجان,eeWW-g_LHo4,2020-02-17T20:19:58.000Z,none,3
597,هو حضرتك بتتكلم ولا بتزعق !!!,eeWW-g_LHo4,2020-02-17T20:18:17.000Z,none,11
598,قناه ابتكارات نعمل اشيئ مفيده من مخلفات المنازل التالفه,v2i-JpWaR4k,2020-02-17T20:18:01.000Z,none,0
599,زباااله شوفلك مصدر تاني تاكل منه عيش استحالة هنفضل كده والزوق العام عمال يتعكر بسببكوا  هيجيي يوم وهنفوق,vOh7FtzLj-M,2020-02-17T20:17:09.000Z,none,0
600,احلا حبر خلي مصر تنظف,eeWW-g_LHo4,2020-02-17T20:09:59.000Z,none,4
601,مهرجانات اى ال تمنعوهااا لااا طبعاااااا🙄😪,eeWW-g_LHo4,2020-02-17T20:09:36.000Z,none,6
602,"6,8,3 مخالط ليهم على اساس مشتراش حاجة من حد مركبش تاكسي مرحش كافيه . احنا هنجيلك وهنتابعك. إجراء احترازي مشدد دول هناك بينشوا يعطسوا عمدا . المفروض يتحط تحت حراسة كأنه مسجون",EN9j_Ssnu_o,2020-02-17T20:07:47.000Z,none,0
603,بعشقق أوى والله يا شاكوش,vOh7FtzLj-M,2020-02-17T20:05:39.000Z,none,1
604,جميل جدآ,v2i-JpWaR4k,2020-02-17T20:03:17.000Z,none,0
605,"وربي فديييتكم يااهل مصر 
تحيا الكم من العراق",IDbLSGAO9S0,2020-02-17T20:03:14.000Z,none,0
606,.,vOh7FtzLj-M,2020-02-17T20:03:12.000Z,none,0
607,اشتركوا في قناتي,Wk5RRDF4jj4,2020-02-17T19:59:51.000Z,none,0
608,ما هذه الاسماء الغريبة من عبد الحليم حافظ ومحمد عبد الوهاب وفريد الاطرش محمد عبد المطلب وغيرهم  الى شاكوش وارتيكا  ماهذا الهبوط بالمستوى !!! مصر ام الذوق الراقي بالاسما ء والفن الجميل,9wx9UhWoYIU,2020-02-17T19:59:26.000Z,none,1
609,واللهي العظيم كلامك صح ✅,9wx9UhWoYIU,2020-02-17T19:59:16.000Z,none,1
610,لا حول ولا قوة الا بالله  ربنا ينتقم من محمد  رمضان على قطع عيش الراجل المحترم,4fV_xqOrnG0,2020-02-17T19:56:30.000Z,none,1
611,احااا دا انتم زات نفسكم تلاقيكم اتعديتو اصلا بلد زباله والمستشفيات زباله وقطره وزحمه دا لو المرض دا جه لواحد بس هينتشر ف يوم بس,EN9j_Ssnu_o,2020-02-17T19:56:12.000Z,none,0
612,كلنا بنحب شاكوش وعمر وقدوره ونور التوت.. وحرام عليكم,GcNr7hUZTm8,2020-02-17T19:55:55.000Z,none,1
613,زودتوها كثير زودتو الخروج عن النص وكلها تمثيل,4gxJwmcWcyM,2020-02-17T19:55:12.000Z,none,0
614,BTS my love,JhzdqUHXbTE,2020-02-17T19:54:10.000Z,none,0
615,المهرجانات ليها واقتها بس انت جيت متاخر ى عم شاكر لسه فاكر تتكلم دلوقتى بعد ماخربت بس شاكوش صوته حلوه وعمر كمال  واوكا وارتيجا,9wx9UhWoYIU,2020-02-17T19:46:39.000Z,none,1
616,ايه التسول ده,vOh7FtzLj-M,2020-02-17T19:46:30.000Z,none,0
617,ياجماعه خدوا بالكوا ولا تستهينوا بالبلد ده امن قومى.اليابان رفصت تدخل مصاب يابانى مصاب بكورونا.وانتوا مدخلين اجنبى البلد.حرام بجظ,EN9j_Ssnu_o,2020-02-17T19:42:14.000Z,none,0
618,طب ليه مرحلتهوش بلده,EN9j_Ssnu_o,2020-02-17T19:39:23.000Z,none,0
619,المخدرات كلمة السر,p3KbLKXD3Nc,2020-02-17T19:39:15.000Z,none,0
620,جميل جدا أنا احترمته والله,zYqcOpSQ69s,2020-02-17T19:39:08.000Z,none,1
621,ههههه مشددة ايه الله يخرب بيت اللي علمك,EN9j_Ssnu_o,2020-02-17T19:38:12.000Z,none,0
622,"اقسم بالله مش مصدق ودانى ولا عيونى 
محمد رمضان مين يا جدعان الوحد كره نفسه",mg_nFaZsKZM,2020-02-17T19:36:36.000Z,none,1
623,ياعم هاني سيب الناس تاكل عيش اي دا,9wx9UhWoYIU,2020-02-17T19:29:00.000Z,none,1
624,"كورونا  الهبدات والحقائق
https://youtu.be/57fgorUHh3Y",EN9j_Ssnu_o,2020-02-17T19:27:37.000Z,none,0
625,"اللهم اجعل امي سيدة من اهل الجنه
هي وكل نساء المسليمن ❤️♥️",fizjOJcudi0,2020-02-17T19:26:40.000Z,none,0
626,"تعليم الكتاب أفضل الف مرة من تعليم اليوم 
الكتاتييب أفضل من المدارس",kTBUeg59SSk,2020-02-17T19:25:30.000Z,none,0
627,قال داعية اسلامية وشيخة وعمر بن الخطاب و شوي تقول انا المهدي المنتظر,lmNNjAGjQaU,2020-02-17T19:22:21.000Z,none,0
628,د هالة زايد انتي رائعة,mLKo_PeiCSw,2020-02-17T19:20:36.000Z,none,0
629,😭💜💜💜💜,MciVwugKg4g,2020-02-17T19:11:07.000Z,none,0
630,شاكوش فاكر نفسو في حفلة مع جمهور أرفع ايدك هااااااااايف,vOh7FtzLj-M,2020-02-17T19:04:18.000Z,none,0
631,أرخص الناس هم الاعلاميين ، وارخصهم عمرو اديب.,9wx9UhWoYIU,2020-02-17T19:01:04.000Z,none,1
632,فنان محترم,t-ApoTsciog,2020-02-17T18:59:03.000Z,none,5
633,الي من بغداد لايك فدوة,ba9LMydPhiM,2020-02-17T18:57:54.000Z,none,0
634,قُرآر صّحًيَحً جّدٍآ مًهّرجّنِآتٌ بًوٌظُتٌ آلَبًنِآتٌ آبًلَ آلَشُبًآبً وٌحًآجّهّ آرفُ 👏,9wx9UhWoYIU,2020-02-17T18:56:36.000Z,none,1
635,الله ايوي بقي خدو موقف منع المهرجنات احسن انجاز عملتو مصر,9wx9UhWoYIU,2020-02-17T18:52:12.000Z,none,3
636,والله ياماجر غير وليت نحشم بيك بعد ما كنت اسطورة,Gh8V08UQ908,2020-02-17T18:49:18.000Z,none,0
637,احسن قرار المهرجانات دى زباله مش غناء,9wx9UhWoYIU,2020-02-17T18:47:57.000Z,none,0
638,احلى مغني حسن شاكوش,vOh7FtzLj-M,2020-02-17T18:44:26.000Z,none,0
639,أهو الفيديو ده مثال على اكتر شيء مقرف في مصر. إعلام الدولة الرسمي. و لا الخرا ده له اي داعي.,2S7MejrWFq8,2020-02-17T18:42:39.000Z,none,0
640,هاني شاكر الزمن مش زمانك سيب غيرك ياخذ فرصته يانجم,9wx9UhWoYIU,2020-02-17T18:40:53.000Z,none,1
641,يلا خلص عشان تنزل تغسل السياره عالسريع,vOh7FtzLj-M,2020-02-17T18:39:50.000Z,none,0
642,يالهوي ع السكر اه الجمال ده ياوزيرة الصحه كلامك كريز  يدخل القلب ويعمل تقلصات معويه اتفوا عليكي وعلي امثالك رجعتو البلد ورا,EN9j_Ssnu_o,2020-02-17T18:36:25.000Z,none,0
643,الفلوووس مغرقه عيونه اوي اوي جدا,mg_nFaZsKZM,2020-02-17T18:34:31.000Z,none,0
644,شو هذا التخبيص.,vOh7FtzLj-M,2020-02-17T18:33:33.000Z,none,0
645,معلش اصل المهرجانات خلت نجوم كتير جدا تركن في البيت المهرجان بقا تريند و دلوقتي مش اي مطرب ولا نجم يعمل البوم ينجح او يبقي تريند بدل م تهجمو المهرجان و جهو الناس الي بتغني و سعدهم لاكن انت توقف المهرجان عمتا ازاي ده مفيش فرح ولا حفله إلا لما يكون في مهرجان بيشتغل مع احترامي لعمرو دياب مفيش حد دلوقتي هيرقص في فرح ع تملي معاك مثلا ولا وهي عامله اي دلوقت انت ظالم ناس كتير كده و بتقطع رزق ناس كتير و بعدين انت بتاعتب ع كلمه ولا كلمتين او ع اغنيه حتي بتتسمع فتره و بتتنسي طب م نيجي للافلام الي هي الأساس اصلا الفيلم بينزل في سيما و بعدها ع تلفزيون من اول ابراهيم الابيض و انت طالع زي عبده موته و الاماني و ولاد رزق و كتير و في كلام و مشاهد متنفعش انتو بتحسبوها ازاي .( المهرجان عمره ما هيموت ),GcNr7hUZTm8,2020-02-17T18:32:51.000Z,none,3
646,وانت تعرف منين يا هاني شاكر مشاهدات الافلام الاباحيه اعلي بكتير من الاغاني 😂👌,9wx9UhWoYIU,2020-02-17T18:30:11.000Z,none,0
647,منين بتحترم النادي ومنين هربت منه,Mn6OTCz6CQY,2020-02-17T18:29:37.000Z,none,0
648,احب اقولك يا عمرو انت اهبل,mg_nFaZsKZM,2020-02-17T18:29:03.000Z,none,0
649,اثبت علي رايك يا استاذ هاني ونضف البلد من القرف ده,mg_nFaZsKZM,2020-02-17T18:28:22.000Z,none,0
650,نريد الإعدام للحيوان دا في ميدان عام,p3KbLKXD3Nc,2020-02-17T18:27:55.000Z,none,1
651,"ارجوكم علموا غيركم نحن ذؤي إحتياجات كثير حساسييين وقت نمشي  مش عايزة نظرة شفقة او نقص بجد تعبت أكثر من انا الي فيه 
اختكم عراقية من ذؤي إحتياجات خاصة",ioSELVKVghw,2020-02-17T18:26:04.000Z,none,0
652,أنت احسن واحد وكلامك صحيح,zuFZ3Wkbgws,2020-02-17T18:25:43.000Z,none,0
653,ممكن دعم قناتى باشتراك,owW3JORiTG8,2020-02-17T18:17:42.000Z,none,0
654,شاكوش 🔨فين الكماشه وباقى الطقم,vOh7FtzLj-M,2020-02-17T18:10:09.000Z,none,0
655,"ههههههههههه الحين وضح الصوت بدون تأثيرات 
مطرب بريال",vOh7FtzLj-M,2020-02-17T18:05:37.000Z,none,0
656,"عمرو دياب تاريخ شئت ام ابيت ❤❤❤❤،اصحابي في إيطاليا بيسمعو عمرو دياب ومتبعين عمرو دياب علي سوشيال ميديا، 
بطلب من حضرتكم الإشتراك في القناة بتاعتي لتشجيع الصناعة المصرية في إيطاليا ألف مليون شكرا",MxzIXuLjGCs,2020-02-17T18:03:01.000Z,none,0
657,"لا حول ولا قوة الا بالله
ربنا يحفظنا",p3KbLKXD3Nc,2020-02-17T18:01:04.000Z,none,0
658,المفروض المنع يبقي علي الكل واولهم الشمام محمد محمد رمضان فيرس الشباب,9wx9UhWoYIU,2020-02-17T17:58:50.000Z,none,10
659,ايه الهبل ده,vOh7FtzLj-M,2020-02-17T17:58:00.000Z,none,0
660,عندكم  الفيروس رمضان  واحنا فالمغرب عندنا سرطان  البطمة,mg_nFaZsKZM,2020-02-17T17:56:53.000Z,none,2
661,اسمها ايه المسرحيه دى,RPqRRRkJ6RI,2020-02-17T17:55:55.000Z,none,0
662,ارضعتنا أمهاتنا انو مفيش حاجه اسمها إسرائيل وانو فلسطين عاصمة القدس الشريف فيارب ترحمهم وتجعل مثواهم الجنه,YjZA4n-6o_o,2020-02-17T17:55:13.000Z,none,0
663,البيشوف الاعلان في 2020 لايك,PZ9GHK5Yx60,2020-02-17T17:52:57.000Z,none,0
664,عسل ي مرغني😂😂😂😂😂😂😂😂🙈,zBss1k45Nlw,2020-02-17T17:49:21.000Z,none,1
665,اعدااااااااااام,p3KbLKXD3Nc,2020-02-17T17:48:07.000Z,none,2
666,محمد رمضان اخو شرموطه,mg_nFaZsKZM,2020-02-17T17:47:41.000Z,none,0
667,اعدام يارب وقليل عليه,p3KbLKXD3Nc,2020-02-17T17:46:51.000Z,none,1
668,احلى صوت فى حياتى,vOh7FtzLj-M,2020-02-17T17:41:23.000Z,none,0
669,"شكلكم حاطين على محمد رمضان ليش 
انا لا احبب محمد رمضان لكن في شي غامض من أعلام السيسي",mg_nFaZsKZM,2020-02-17T17:37:01.000Z,none,0
670,الحمد لله ان كرونا لايستطيع دخول اسوان لان الفيرس لا يحتمل الجو الحر مثل جونا هنا باسوان,EN9j_Ssnu_o,2020-02-17T17:32:38.000Z,none,0
671,يارب سترك,EN9j_Ssnu_o,2020-02-17T17:30:27.000Z,none,0
672,تي اي محمد رمضان اتقو الله ياعرب.. نهيتاا حفرا وفي حسااب حرام الغني حررررام.,mg_nFaZsKZM,2020-02-17T17:24:11.000Z,none,0
673,"خرا عليكم جميعا""",vOh7FtzLj-M,2020-02-17T17:22:27.000Z,none,0
674,يعني دول الفنانين الي معاهم فلوس وعايشينهه بالطول والعرض ولما شافو الاكل عملو كدة امال الغلابه اللي مش لاقيين اللدة يعملو ايه 🤔🤔🤔,pdAw8AGlQHg,2020-02-17T17:14:22.000Z,none,0
675,لزم يتم عدمه حالا في ميدان عام الكلب,p3KbLKXD3Nc,2020-02-17T17:14:15.000Z,none,0
676,هدا بيقولوا عنه زمن المسخره والانحطاط والبلطجة زمن شاكوش ورمضان,vOh7FtzLj-M,2020-02-17T17:14:13.000Z,none,0
677,"📲*00212.679.620.248* *Whatapps*📲
الــيــكـــم رقــم الــدكــتــور👨‍⚕️ الــخــبــيــر الــلــي سـاعـدنـــي فــي عــلاج مــشــكــلــتــي😄 لــقــصــر الــقــضــيــب
ضــعــف الإنــتــصــاب✅ ســرعــة الــقــذف ✅ الــضــعــف الــجــنــســي ☑الـمـنـتـجـات مـتـوفـرة فــقــط بـالـسـعـوديـة🇸🇦 وقـطـر🇶🇦 والامـارات🇦🇪 والـعـراق🇮🇶 ولــبــنــان🇱🇧 والأردن🇯🇴 والــكــويــت🇰🇼 والــبــحــريــن🇧🇭 وســلــطــنــة عـمـان🇴🇲
أحــصــلوا عــلــيــهــا الآن📲*00212.679.620.248* *Whatapps*📲الدفع عند الاستلام🤝",1e2WLbtSG0g,2020-02-17T17:12:31.000Z,none,0
678,"باقي تكونوا كوريا الشمالية قفلوا النت وارتاحوا
مابقي شي إلا تخلوا فيه",mg_nFaZsKZM,2020-02-17T17:11:28.000Z,none,0
679,كذب في كذب في كذب في كذب,EN9j_Ssnu_o,2020-02-17T17:08:48.000Z,none,0
680,"الناس تزيد لقدام وانتا ترجع لورا. Controleeeee ايه الي انتا جاي تقول عليه
و انتا الي بيتقال عليك من معاكسات للبنات....",mg_nFaZsKZM,2020-02-17T17:04:17.000Z,none,0
681,ايه دا يا شيخة  انتي جبتي كل هذه الثقافة منين 😅,XJAu94Uvens,2020-02-17T17:03:23.000Z,none,0
682,دمك تقيييييل,8qAM0QgnmCs,2020-02-17T17:01:02.000Z,none,0
683,ياريت كل حد عنده سخان غاز يكون في شفاط يجدد الهواء ومن كثر ماتتكرر الحادثه ياريت كل حد فيهم ينتهي من الحمام والثاني بعده بحيث ينتبهوا على بعض قدر الله وماشاء فعل اللهم صبر اهاليهم واحفظ عبادك وانت ارحم الراحمين,wOWiHeIZai4,2020-02-17T16:56:26.000Z,none,1
684,ي جماعه حرام بجد راجل كويييييس ذي دي يتفصل من شغله بسبب واحد غير مسئول,4fV_xqOrnG0,2020-02-17T16:55:18.000Z,none,0
685,يستاهل الاعدام,p3KbLKXD3Nc,2020-02-17T16:47:53.000Z,none,4
686,لا حول الله😲,p3KbLKXD3Nc,2020-02-17T16:47:21.000Z,none,0
687,الاغنيه حلوه كلام غزل عفيف تقولو عليها مهرجانات ولا غيره حسن شاكوش حنجرته وصوته  حلو قريب من جورج الراسي وجورج وسوف وعمر كمال صوته زي محمد فؤاد ادوهم فرصتهم يغنو حرام قطع الارزاق دا في مطربين شعبين واغانيهم هابطه ولامعين ع الساحه  وباقي مطربين المهرجنات ال اتوقفو ماشي دول اصلا مش بيغنو دول وخدنها بالعافيه,Vf6H7PSxjFg,2020-02-17T16:46:33.000Z,none,0
688,اهو ده كلام الناس العاقلة 😁 اموت انا في المزز الصغيره 😂,49uPskKOO5w,2020-02-17T16:45:51.000Z,none,0
689,يتشل يتشل يجيه مرض يبتليه مايقوم منه حسبي الله ونعم الوكيل الظالم الزباله اللهي ينتقم منك اشد انتقام انا من حرقة قلبي وزعلي مش عارفه ادعي عليه اقول ايه,p3KbLKXD3Nc,2020-02-17T16:45:03.000Z,none,0
690,Hasbya Allah waniama el wakil,p3KbLKXD3Nc,2020-02-17T16:44:38.000Z,none,0
691,مين البنت دي ي جماعه!😂😂💔,49uPskKOO5w,2020-02-17T16:44:33.000Z,none,0
692,يعني الخمور والحشيش موجوده في كل مصر وكل الأفلام المصريه والمسلسلات يعني خلاص بقت عليهم هم بس دا صراحه تحامل فقط ليس الا,GcNr7hUZTm8,2020-02-17T16:39:47.000Z,none,0
693,"مش ممكن انا حاسس ان الاستوديو اتحول لغرزة 
أذاننا لم تعد قادرة على سماع مثل هذا الهراء 
يا خسارة يا مصر يا خسارة على زمن الفن الجميل اللى ضاع .",vOh7FtzLj-M,2020-02-17T16:37:53.000Z,none,0
694,احسنت الكلام يااستاذ هاني كلمك جميل فعلا ومااكد,mg_nFaZsKZM,2020-02-17T16:33:51.000Z,none,0
695,نفسي اوصل ١٠٠٠ مشترك ادخل شوف قناتى والفيديوهات ربنا يرزقك ويفرحك ديما,vwRI06h3tEk,2020-02-17T16:27:28.000Z,none,0
696,عايزين حد يدافع عن المصريين مش يدافع عن مصر,mg_nFaZsKZM,2020-02-17T16:26:42.000Z,none,0
697,نفسي حد يشوف هانى شاكر نفسه وهو شباب اقسم بالله يعلم الخولنة متفرقهوش عن اي بنت ماشية فى الشارع,mg_nFaZsKZM,2020-02-17T16:26:33.000Z,none,1
698,"حسبي الله ونعم الوكيل
اعدام في ميدان عام",p3KbLKXD3Nc,2020-02-17T16:26:03.000Z,none,1
699,تتكلم  وكان شي يدخل  فيها,XJAu94Uvens,2020-02-17T16:18:48.000Z,none,0
700,معاكى كل الحق فى العقوبه حسبنا الله ونعم الوكيل,p3KbLKXD3Nc,2020-02-17T16:17:52.000Z,none,0
701,المديع مرعوب هههههههههههههع,mg_nFaZsKZM,2020-02-17T16:16:57.000Z,none,1
702,كان لازم يغتصبك  انتي  الله  يرحم البنت المسكينة  طريقة    كلامك  مغري,p3KbLKXD3Nc,2020-02-17T16:14:17.000Z,none,0
703,حسبي الله ونعم الوكيل يارب فيه,p3KbLKXD3Nc,2020-02-17T16:13:55.000Z,none,1
704,اعداااااام ياااااااارب🤲🤲,p3KbLKXD3Nc,2020-02-17T16:13:46.000Z,none,1
705,يا شلبوكة 😂😂😂,_7hT0ooSxWo,2020-02-17T16:12:48.000Z,none,0
706,المذيعه داخله جوو. 😁😁,vOh7FtzLj-M,2020-02-17T16:09:43.000Z,none,0
707,هههههههههه,zBss1k45Nlw,2020-02-17T16:08:57.000Z,none,0
708,فيه ايه يامصر,vOh7FtzLj-M,2020-02-17T16:01:39.000Z,none,0
709,الله يرحم حليم وأيامه,vOh7FtzLj-M,2020-02-17T16:01:22.000Z,none,0
710,ارحمنا برحمتك يارب اغيثنا يارب من اللي احنا فيه .. رضاك يارب 💔🤲,p3KbLKXD3Nc,2020-02-17T16:00:59.000Z,none,4
711,طب و بالنسبة لفرق السن بين اذنيكي و الحلق اللي لابسه اد ايه ههههههههههههههههههههههه,XJAu94Uvens,2020-02-17T15:58:23.000Z,none,2
712,انتى لابسة حلق كبير فى ودنك ليه,XJAu94Uvens,2020-02-17T15:57:30.000Z,none,1
713,الجميع قال انه مسلسل فاشل,j0oINEwcuJU,2020-02-17T15:55:49.000Z,none,0
714,ايه المسخره دي 🤢🤮,vOh7FtzLj-M,2020-02-17T15:53:07.000Z,none,1
715,بشبه خطيبي القديم بس شفت الفيديو سديت نفسي,vOh7FtzLj-M,2020-02-17T15:48:20.000Z,none,0
716,من يحب  لن يستطيع أبدا أن يكرة مهما اتهان و انظلم من طرف الحبيب،. و الحب من هذا النوع يكون تجاااه شخص وااااحد  فقط!!,ruq7wbZsm64,2020-02-17T15:47:06.000Z,none,0
717,Wlad 9,2WHLUOX1AOQ,2020-02-17T15:33:52.000Z,none,0
718,الله يخليهم الك وميحرمكش منهم انا عمري ما حسيت لا بحنان الام ولا الاب تقول مش بنتهم الحمد لله على كل حال,IDbLSGAO9S0,2020-02-17T15:33:47.000Z,none,0
719,"ياسلاااااااام على حكام الامارات انسانيه صح والله 
تسلم يا بن زايد 
الله يجعلك دايما زايد",lEyRA06WzXM,2020-02-17T15:32:01.000Z,none,0
720,برنس والله غيرت الاغنيه انا معاك.....،،،😘🙌👏احلاشاكوش من المانيا .بتمسي عليك...,vOh7FtzLj-M,2020-02-17T15:26:21.000Z,none,0
721,بجد شئ مقرف جدا,vOh7FtzLj-M,2020-02-17T15:23:51.000Z,none,0
722,عمر اديب مستمتع برأسه اللي عامله زي الكلب اللي بينحط علي طبلون السيارة,XvjySrVCgLw,2020-02-17T15:20:34.000Z,none,0
